City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kansk,56.2017,95.7175,17.02,69,20,1.87,RU,1691711441
363,prince george,53.9166,-122.753,22.01,42,100,3.6,CA,1691711441
364,gafanha da nazare,40.6362,-8.7134,17.19,96,15,3.25,PT,1691711442
365,salalah,17.0151,54.0924,26.05,100,100,2.57,OM,1691711442
366,yuxia,34.0615,108.6291,26.34,78,83,0.48,CN,1691711442
367,al kharijah,25.4514,30.5464,30.02,24,0,3.85,EG,1691711442
368,tongchuanshi,35.0806,109.0897,23.91,81,89,0.77,CN,1691711442
369,langepas,61.2544,75.2124,11.79,79,100,6.15,RU,1691711443
370,beloyarskiy,63.7119,66.6722,7.95,85,34,2.54,RU,1691711443
371,hadibu,12.65,54.0333,25.45,80,66,6.81,YE,1691711443
372,princeville,45.7668,-61.2985,18.14,87,40,5.66,CA,1691711443
373,cidreira,-30.1811,-50.2056,17.72,96,51,6.56,BR,1691711443
374,cestos city,5.46,-9.5828,25.01,83,100,5.01,LR,1691711443
375,zarghun shahr,32.8473,68.4457,21.83,26,22,2.37,AF,1691711443
376,ta`u,-14.2336,-169.5144,27.63,73,100,5.77,AS,1691711444
377,turpan,42.9333,89.1667,34.22,20,0,2.83,CN,1691711444
378,arkhangel'sk,64.5401,40.5433,16.97,92,11,0.9,RU,1691711444
379,macas,-2.3167,-78.1167,19.76,96,37,0.79,EC,1691711444
380,belem,-1.4558,-48.5044,27.02,89,20,1.54,BR,1691711309
381,tarawa,1.419,172.984,31.05,70,40,2.57,KI,1691711444
382,sao tome,0.3365,6.7273,26.02,83,75,2.06,ST,1691711445
383,santa ana,33.7456,-117.8678,29.29,73,40,5.14,US,1691711445
384,namibe,-15.1961,12.1522,15.66,87,24,3.61,AO,1691711445
385,kavieng,-2.5744,150.7967,27.17,78,75,7.27,PG,1691711445
386,cambria,35.5641,-121.0808,24.41,85,55,1.34,US,1691711445
387,alamar,23.1583,-82.2769,34.07,80,50,5.86,CU,1691711445
388,ayr,55.4627,-4.6339,19.99,77,75,4.63,GB,1691711445
389,dryden,49.7833,-92.7503,20.16,49,0,2.57,CA,1691711446
390,kirakira,-10.4544,161.9205,25.42,82,97,6.67,SB,1691711446
391,banda aceh,5.5577,95.3222,26.39,83,77,3.26,ID,1691711182
392,miles city,46.4083,-105.8406,30.54,20,20,6.17,US,1691711432
393,monroe,43.1501,-77.6831,21.94,83,49,3.39,US,1691711259
394,trujillo,-8.116,-79.03,20.98,88,75,4.63,PE,1691711301
395,loyew,51.9458,30.7953,16.82,69,100,2.64,BY,1691711446
396,sarh,9.1429,18.3923,22.95,100,20,2.06,TD,1691711447
397,souillac,-20.5167,57.5167,19.21,94,40,1.54,MU,1691711447
398,al qubbah,32.7616,22.2424,19.86,74,0,7.08,LY,1691711447
399,grantsville,40.5999,-112.4644,33.86,18,0,5.66,US,1691711447
400,xilin hot,43.9667,116.0333,21.84,78,73,3.39,CN,1691711447
401,mar del plata,-38.0023,-57.5575,15.05,92,0,2.57,AR,1691711255
402,nuuk,64.1835,-51.7216,8.34,87,100,3.58,GL,1691711447
403,camanducaia,-22.7553,-46.1447,18.02,69,17,2.28,BR,1691711448
404,bikenibeu village,1.3673,173.1241,30.98,70,40,2.57,KI,1691711448
405,belomorsk,64.5232,34.7668,15.18,82,10,1.44,RU,1691711448
406,kourou,5.1552,-52.6478,26.03,89,35,2.84,GF,1691711448
407,la passe,45.5549,-0.8967,19.43,92,48,3.13,FR,1691711448
408,terrigal,-33.45,151.45,16.09,53,0,3.18,AU,1691711448
409,rodniki,57.1051,41.7305,16.57,95,32,1.69,RU,1691711449
410,sanctuary point,-35.1114,150.629,17.4,45,0,1.35,AU,1691711449
411,sterling,39.0062,-77.4286,27.28,79,75,1.54,US,1691711228
412,mugia,43.1041,-9.2179,19.95,93,31,3.49,ES,1691711449
413,ariquemes,-9.9133,-63.0408,27.95,52,66,0.77,BR,1691711449
414,munkebo,55.4618,10.5558,14.9,88,12,4.48,DK,1691711449
415,suva,-18.1416,178.4415,21.71,88,75,3.09,FJ,1691711449
416,ebaye,8.7748,167.7392,30.01,70,0,3.09,MH,1691711450
417,esquel,-42.9,-71.3167,2.0,94,75,2.97,AR,1691711356
418,salinopolis,-0.6136,-47.3561,26.06,82,45,4.89,BR,1691711450
419,phongsali,21.6833,102.1058,17.72,98,93,0.46,LA,1691711450
420,luorong,24.4058,109.6086,27.6,85,72,0.95,CN,1691711450
421,tafuna,-14.3358,-170.72,30.97,74,20,5.66,AS,1691711450
422,bontang,0.1333,117.5,25.11,89,100,3.48,ID,1691711450
423,novosmolinskiy,56.2841,43.0507,16.71,93,4,0.97,RU,1691711451
424,darwin,-12.4611,130.8418,25.99,62,0,4.63,AU,1691711223
425,saham,24.1722,56.8886,32.01,85,86,1.14,OM,1691711451
426,saint-joseph,-21.3667,55.6167,19.21,78,10,1.5,RE,1691711452
427,mazagao,-0.115,-51.2894,29.03,83,42,2.73,BR,1691711452
428,necochea,-38.5473,-58.7368,12.77,91,100,6.21,AR,1691711452
429,quarai,-30.3875,-56.4514,18.09,95,100,0.97,BR,1691711453
430,guixi,28.2886,117.2133,28.03,82,100,2.4,CN,1691711453
431,dmitrovsk-orlovskiy,52.505,35.1464,16.0,94,100,5.17,RU,1691711453
432,mil'kovo,55.6078,37.7956,17.27,81,68,2.57,RU,1691711453
433,malango,-2.9627,119.9001,20.84,94,96,0.5,ID,1691711453
434,dwarka,22.2394,68.9678,27.02,81,100,7.89,IN,1691711453
435,kasempa,-13.4584,25.8338,13.11,48,0,2.46,ZM,1691711454
436,timimoun,29.2639,0.231,35.21,12,0,5.14,DZ,1691711454
437,hotan,37.0997,79.9269,28.22,20,89,3.21,CN,1691711454
438,klaksvik,62.2266,-6.589,11.51,96,85,6.19,FO,1691711454
439,katsuren-haebaru,26.3369,127.8719,28.43,91,75,1.54,JP,1691711454
440,shevchenko,48.5,35.0,19.52,95,83,1.22,UA,1691711454
441,magherafelt,54.7536,-6.6066,16.99,99,77,3.74,GB,1691711454
442,paoua,7.2427,16.4406,20.36,98,99,0.63,CF,1691711455
443,arraial do cabo,-22.9661,-42.0278,20.87,82,3,4.29,BR,1691711243
444,tonsberg,59.2675,10.4076,13.48,90,30,3.09,NO,1691711455
445,hauterive,46.0901,3.4459,22.42,74,29,1.4,FR,1691711455
446,goure,13.9835,10.2704,24.74,70,95,3.75,NE,1691711455
447,achinsk,56.2694,90.4993,16.83,70,100,1.84,RU,1691711231
448,menongue,-14.6585,17.691,12.75,44,8,2.12,AO,1691711455
449,salinas,36.6777,-121.6555,28.09,70,0,6.69,US,1691711456
450,quepos,9.4236,-84.1652,27.53,84,100,0.35,CR,1691711456
451,vallenar,-28.5708,-70.7581,16.99,41,51,1.72,CL,1691711456
452,martuk,50.7475,56.5056,20.1,48,0,3.26,KZ,1691711456
453,thief river falls,48.1191,-96.1812,18.53,100,100,4.63,US,1691711456
454,mont-laurier,46.5501,-75.4993,18.79,98,100,0.9,CA,1691711456
455,bismarck,46.8083,-100.7837,27.58,55,0,4.12,US,1691711259
456,qa'en,33.7265,59.1844,21.59,28,0,9.26,IR,1691711456
457,hereford,52.0568,-2.7148,19.3,89,72,0.45,GB,1691711457
458,el calafate,-50.3408,-72.2768,0.52,83,94,3.0,AR,1691711457
459,mossel bay,-34.1831,22.146,24.96,56,0,1.92,ZA,1691711457
460,cole harbour,44.6724,-63.4751,22.71,74,78,3.6,CA,1691711457
461,longboat key,27.4125,-82.659,33.34,64,0,3.27,US,1691711457
462,severo-yeniseyskiy,60.3725,93.0408,12.29,97,100,1.53,RU,1691711457
463,sheregesh,52.9209,87.9869,14.91,82,100,1.55,RU,1691711457
464,san juan de los morros,9.9115,-67.3538,23.22,93,78,0.7,VE,1691711458
465,fomboni,-12.28,43.7425,24.72,73,2,7.4,KM,1691711458
466,newman,37.3138,-121.0208,35.19,40,35,1.34,US,1691711458
467,kachug,53.9606,105.8817,17.45,74,74,1.16,RU,1691711458
468,sungai raya,0.7,108.9,25.69,88,96,3.9,ID,1691711458
469,hilo,19.7297,-155.09,27.92,81,75,3.09,US,1691711183
470,shimoda,34.6667,138.95,29.5,73,12,6.27,JP,1691711458
471,tandil,-37.3217,-59.1332,11.49,93,100,6.27,AR,1691711459
472,rikaze,29.25,88.8833,14.87,63,100,0.87,CN,1691711459
473,mount isa,-20.7333,139.5,21.87,35,6,0.51,AU,1691711459
474,alesund,62.4723,6.1549,13.2,88,100,4.63,NO,1691711459
475,mulayjah,27.271,48.4242,32.2,40,3,0.71,SA,1691711459
476,bowen,-20.0167,148.2333,21.99,57,1,6.08,AU,1691711459
477,patti,31.2808,74.8572,29.04,88,66,2.74,IN,1691711459
478,al hudaydah,14.7978,42.9545,30.7,77,94,3.03,YE,1691711460
479,sodra sandby,56.5667,16.6167,13.27,85,100,5.01,SE,1691711460
480,phan rang-thap cham,11.5667,108.9833,28.08,69,6,1.99,VN,1691711460
481,naze,28.3667,129.4833,26.51,81,99,1.85,JP,1691711460
482,changqing,36.5575,116.7272,27.36,69,15,2.54,CN,1691711460
483,tokar,18.4254,37.729,32.71,43,3,8.47,SD,1691711460
484,mao,39.8885,4.2658,25.31,88,0,2.06,ES,1691711461
485,tsarevo,42.1667,27.85,18.37,89,87,5.2,BG,1691711461
486,zyryanovsk,49.7386,84.2719,14.45,90,40,1.64,KZ,1691711461
487,benghazi,32.1167,20.0667,25.97,63,0,6.15,LY,1691711461
488,zalingei,12.9096,23.4741,21.48,88,13,0.94,SD,1691711461
489,phalodi,27.1333,72.3667,27.96,67,78,8.04,IN,1691711461
490,aridaia,40.9731,22.0564,21.06,64,3,4.02,GR,1691711462
491,midvagur,62.0511,-7.1939,11.46,100,100,3.6,FO,1691711462
492,richards bay,-28.783,32.0377,15.28,84,0,3.48,ZA,1691711462
493,tindouf,27.6711,-8.1474,39.25,13,40,3.6,DZ,1691711462
494,kurchatov,51.6601,35.6521,19.23,87,100,5.8,RU,1691711462
495,cefalu,38.0386,14.0229,22.08,66,0,1.79,IT,1691711462
496,thinadhoo,0.5333,72.9333,28.0,75,90,5.42,MV,1691711463
497,muroto-misakicho,33.2833,134.15,27.61,83,3,3.94,JP,1691711463
498,sisimiut,66.9395,-53.6735,7.61,91,100,4.13,GL,1691711463
499,cedeira,43.6797,-8.0209,19.66,83,59,1.91,ES,1691711463
500,muisne,0.6,-80.0333,25.35,84,60,3.87,EC,1691711463
501,derzhavinsk,51.1,66.3167,16.2,67,92,6.12,KZ,1691711464
502,mamuju,-2.6748,118.8885,26.62,80,100,0.92,ID,1691711464
503,huambo,-12.7761,15.7392,17.89,39,6,2.06,AO,1691711464
504,kayyerkan,69.3786,87.7439,9.61,100,99,12.93,RU,1691711173
505,elesbao veloso,-6.2019,-42.1403,27.38,40,38,4.73,BR,1691711464
506,coquimbo,-29.9533,-71.3436,14.85,88,0,1.54,CL,1691710701
507,dobele,56.625,23.2786,13.63,74,100,1.67,LV,1691711465
508,nemuro,43.3236,145.575,20.22,95,100,6.54,JP,1691711281
509,kailua-kona,19.6406,-155.9956,28.98,77,75,5.14,US,1691711465
510,nadym,65.5333,72.5167,4.81,83,0,8.97,RU,1691711403
511,nanpiao,41.0982,120.7479,23.77,66,3,6.76,CN,1691711465
512,new norfolk,-42.7826,147.0587,12.18,75,100,2.19,AU,1691711465
513,skare,55.3833,13.05,12.99,81,37,6.1,SE,1691711466
514,el bayadh,33.6832,1.0193,26.06,20,54,1.72,DZ,1691711466
515,howard springs,-12.497,131.047,25.95,47,80,4.81,AU,1691711466
516,rio gallegos,-51.6226,-69.2181,2.03,93,75,6.17,AR,1691711466
517,lander,42.833,-108.7307,29.89,20,0,9.26,US,1691711215
518,macia,-25.0269,33.0989,13.92,81,18,1.81,MZ,1691711466
519,mentougou,39.9392,116.0917,25.52,92,94,0.54,CN,1691711467
520,port saint john's,-31.6229,29.5448,16.49,86,6,4.24,ZA,1691711467
521,crane,31.3974,-102.3501,40.97,13,5,3.23,US,1691711467
522,madimba,-10.4,40.3333,20.71,88,23,3.8,TZ,1691711467
523,coihueco,-36.6167,-71.8333,8.41,87,87,2.57,CL,1691711467
524,al ghayzah,16.2079,52.176,25.75,91,92,3.32,YE,1691711467
525,sao jose da coroa grande,-8.8978,-35.1478,23.18,87,11,3.47,BR,1691711468
526,indre arna,60.4247,5.4764,11.6,1,92,0.66,NO,1691711468
527,cockburn town,21.4612,-71.1419,28.88,85,99,8.96,TC,1691711468
528,daru,-9.0763,143.2092,24.62,74,91,7.22,PG,1691711468
529,kertih,4.5141,103.4483,25.05,94,20,0.0,MY,1691711468
530,khovd,48.0056,91.6419,19.05,48,0,1.37,MN,1691711468
531,porto velho,-8.7619,-63.9039,29.03,79,40,0.51,BR,1691711468
532,ozalp,38.6548,43.993,20.16,33,9,1.92,TR,1691711239
533,kuruman,-27.4524,23.4325,7.22,48,18,3.99,ZA,1691711469
534,kandahar,31.0,65.75,25.72,19,0,3.43,AF,1691711469
535,bom despacho,-19.7364,-45.2522,20.87,49,0,1.05,BR,1691711469
536,pallasovka,50.05,46.8833,23.29,38,66,3.51,RU,1691711470
537,laojunmiao,39.8333,97.7333,20.93,39,4,1.7,CN,1691711470
538,chifeng,42.2683,118.9636,20.86,70,59,2.74,CN,1691711470
539,bata,1.8639,9.7658,24.44,86,74,2.71,GQ,1691711470
540,aginskoye,51.1,114.53,15.61,96,100,1.43,RU,1691711470
541,metlili chaamba,32.2667,3.6333,31.52,18,0,2.06,DZ,1691711470
542,kerikeri,-35.2268,173.9474,13.84,78,22,1.34,NZ,1691711471
543,morada nova,-5.1067,-38.3725,24.42,81,66,2.91,BR,1691711471
544,foca,38.6703,26.7566,22.91,70,0,4.77,TR,1691711471
545,maragogi,-9.0122,-35.2225,23.08,88,12,3.47,BR,1691711471
546,taro,-8.3862,115.28,19.0,75,73,1.47,ID,1691711471
547,nieves,15.3274,120.9485,27.73,84,97,0.25,PH,1691711471
548,prokuplje,43.2342,21.5881,13.6,88,6,1.35,RS,1691711472
549,soufriere,13.8562,-61.0566,28.81,85,40,8.23,LC,1691711472
550,trinidad,-14.8333,-64.9,30.99,62,20,1.03,BO,1691711472
551,campos dos goytacazes,-21.75,-41.3,23.03,88,0,5.14,BR,1691711472
552,bubaque,11.2833,-15.8333,26.77,82,98,6.71,GW,1691711472
553,laguna de perlas,12.3429,-83.6712,30.05,86,97,2.93,NI,1691711472
554,tofol,5.3248,163.0078,31.88,66,75,1.54,FM,1691711473
555,lospalos,-8.5186,127.0025,24.12,65,19,5.13,TL,1691711473
556,leh,34.1667,77.5833,17.45,58,27,2.02,IN,1691711473
557,khandyga,62.6667,135.6,22.9,40,11,1.74,RU,1691711473
558,linkou,45.3,130.2833,19.45,98,100,4.07,CN,1691711473
559,coahuayana de hidalgo,18.7,-103.6583,30.89,66,75,2.38,MX,1691711473
560,toulepleu guere,6.574,-8.4259,21.02,100,100,1.01,CI,1691711474
561,shaumiani,41.3527,44.7618,27.9,55,0,1.36,GE,1691711474
562,tvoroyri,61.5556,-6.8111,11.67,97,94,6.68,FO,1691711474
563,malmberget,67.1753,20.6549,8.31,93,40,2.57,SE,1691711474
564,victorica,-36.2151,-65.4359,13.58,36,19,6.84,AR,1691711474
565,ust'-ilimsk,58.0006,102.6619,17.35,71,100,1.72,RU,1691711475
566,beardstown,40.0176,-90.4243,28.2,67,25,1.82,US,1691711475
567,bonga,7.2833,36.2333,13.94,99,22,0.64,ET,1691711475
568,mogocha,53.7333,119.7667,14.9,95,100,0.76,RU,1691711475
569,champerico,14.3,-91.9167,32.3,77,87,3.69,GT,1691711475
570,narrabri,-30.3167,149.7833,17.51,51,0,0.45,AU,1691711476
571,qingyuan,23.7,113.0333,26.99,84,62,0.87,CN,1691711236
572,manaure,11.7751,-72.4445,27.6,85,100,12.32,CO,1691711274
573,ivdel',60.6911,60.4206,10.06,88,23,1.79,RU,1691711476
574,wenshui,28.4506,106.5267,23.53,91,37,1.59,CN,1691711476
575,nsanje,-16.92,35.262,16.31,91,7,1.25,MW,1691711476
576,babra,21.85,71.3,25.17,81,100,3.27,IN,1691711477
577,yermentau,51.6214,73.1069,13.0,81,95,3.92,KZ,1691711477
578,ecoporanga,-18.3733,-40.8306,20.29,82,88,2.52,BR,1691711477
579,filadelfia,39.9523,-75.1638,24.51,92,100,1.54,US,1691711244
580,korla,41.7597,86.1469,27.28,27,0,5.49,CN,1691711477
581,toliara,-23.35,43.6667,16.99,73,0,5.57,MG,1691711477
582,kavalerovo,44.2661,135.0572,17.24,99,100,1.05,RU,1691711478
583,codrington,-38.2667,141.9667,11.57,79,100,5.07,AU,1691711478
584,morehead city,34.7229,-76.726,28.89,87,100,8.23,US,1691711289
585,kapa'a,22.0752,-159.319,31.18,68,0,7.2,US,1691711478
586,itaituba,-4.2761,-55.9836,26.53,63,67,1.25,BR,1691711478
587,barreirinha,-2.7933,-57.07,27.64,56,63,1.26,BR,1691711478
588,pandan,14.0453,124.1694,29.54,71,100,2.67,PH,1691711478
589,tarfaya,27.9358,-12.9218,21.93,89,37,7.1,MA,1691711479
590,tucurui,-3.7661,-49.6725,25.36,71,17,1.47,BR,1691711479
591,dixon,38.4455,-121.8233,34.4,39,0,4.12,US,1691711298
592,federacion,-31.0062,-57.8996,18.1,82,100,1.37,AR,1691711479
593,manacapuru,-3.2997,-60.6206,28.42,56,77,2.04,BR,1691711479
